2457966.56704 17.716 0.020 5.73 409.0
2457966.61268 17.742 0.021 6.10 380.0
2457966.66050 17.717 0.021 6.39 378.0
2457966.70830 17.741 0.023 6.73 392.0
2457967.65147 17.718 0.026 7.23 462.0
2457967.71865 17.665 0.022 6.29 523.0
2457971.48326 17.750 0.028 5.94 810.0
2457971.52446 17.682 0.023 5.33 757.0
2457971.56360 17.683 0.025 5.27 986.0
2457971.60025 17.736 0.025 5.69 659.0
2457971.63854 17.726 0.022 4.92 672.0
2457971.67625 17.708 0.023 5.13 742.0
2457971.71672 17.782 0.032 6.48 867.0
2457972.48364 17.716 0.034 7.27 772.0
2457972.57332 17.730 0.029 6.76 694.0
2457972.61644 17.655 0.023 5.33 669.0
2457972.66253 17.733 0.027 5.97 700.0
2457972.70649 17.736 0.025 5.52 792.0
2457972.74143 17.741 0.032 6.55 960.0
2457973.53857 17.707 0.027 6.66 666.0
2457973.59051 17.662 0.024 6.10 662.0
2457973.64737 17.703 0.022 5.52 668.0
2457973.70593 17.703 0.030 7.12 786.0
2457974.49538 17.681 0.020 5.37 538.0
2457974.54257 17.715 0.019 5.16 515.0
2457974.59306 17.724 0.020 5.18 510.0
2457974.64254 17.717 0.019 4.88 507.0
2457974.69276 17.697 0.022 5.75 586.0
2457974.73712 17.726 0.024 5.60 706.0
2457975.62393 17.731 0.023 6.28 465.0
2457979.47244 17.716 0.022 4.72 816.0
2457979.53844 17.665 0.016 4.64 397.0
2457979.59096 17.684 0.015 4.04 433.0
2457979.64187 17.690 0.016 4.49 388.0
2457980.48936 17.663 0.023 6.48 499.0
2457980.55968 17.741 0.021 5.47 467.0
2457980.60736 17.714 0.022 5.99 495.0
2457980.65524 17.690 0.027 7.52 511.0
2457981.49007 17.743 0.023 5.76 539.0
2457981.58062 17.676 0.019 5.11 467.0
2457981.62825 17.686 0.017 4.39 435.0
2457981.67518 17.714 0.022 5.69 488.0
2457982.51214 17.712 0.018 5.29 413.0
2457982.56946 17.736 0.019 4.78 385.0
2457982.61785 17.696 0.020 5.89 420.0
2457982.66407 17.737 0.019 5.56 411.0
2457983.52775 17.718 0.022 6.36 421.0
2457983.57639 17.713 0.017 4.69 395.0
